category,tweet,id
0,rick ross be tripping me out when he rap lol nigga be talking bout food and shit lol,745644
0,i think imma fix me some more dinner in a few minutes my belly showing out right now w/ the growling ,745645
0,happy 14th birthday caleb amir brown mook you ate truly missed baby boy ,745646
0,i aine turn on my tv todaymy game i didnt finish my food something wrong,745647
0,@austinmmg lol i put up that pic in lunch,745648
0,@brandidenise123 i love my bitch shes comin over with food tomorrow ,745649
0,im bout to go eat a subway sandwich,745650
0,when my sister says that shell pay for my food ,745651
0,bout to eat some pudding then go lay down,745652
0,#my600lblife #penny needs help so she can be there for her son but i know her dads abuse is the base for her food addiction shame on him,745653
0,@thesexdiary69 #realmen eat it real good too ,745654
0,on my second plate of dinner then ill make an attempt to go to sleep ,745655
0,i gotta mama girl i knw how to treat a woman i like dessert so i know how to eat a woman,745656
0,kinda tired but i know londyn will be up soon to eat so im not even gonna lay down,745657
0,im so hungry right now i could probably eat 6 corn dogs easily,745658
0,im mad i aint got nothing to eat except ramen noodles,745659
0,@kennygloup @naeyobae @mcnastyy07 gotta eat pussy on the right plate though ,745660
0,let me wrap you skinny sike lets go eat a cupcake ,745661
0,gonna see if this eat ice cream before bed trick is gonna work,745662
0,i have no food i cant sleep ,745663
0,i will always have my cake eat it too ,745664
0,@chr0nick were having dog for dinner this weekend its the only way,745665
0,i really wish @baileighstovall and @syddd469 clean my house and cook me dinner just once ,745666
1,im hungry ,745667
0,if you dont eat the pussy like you got a passion for it why do it at all #imjustsaying,745668
1,im hungry,745669
0,you gotta eat that pussy so good til she fall asleep and wake you up with breakfast and suck yo dick while you eat,745670
0,if you have a little dick yo tail better know how to eat pussy cause that little shit aint gone work ijs ,745671
1,damn im hungry as hell,745672
1,damn i gotta get sum food n my life like right now,745673
0,i want some lima beans neck bones and rice #hungry ,745674
0,@biancaanorman @imkingtutt nigga hungry asfyaaasssssfood on u right,745675
0,in need of some real food shoot ill cook it myself,745676
0,oomf told me that when he about to eat the that if you put ya by her she wont eat it then you dont eat it ,745677
1,damn im hungry,745678
0,yall say females childish for not sucking dick but thats her choice just like you have the choice not to eat pussy ,745679
1,im hungry,745680
0,nwus then dress whites after lunch for an inspection then dress blues tomorrow,745681
0,visiting #hemingway #southcarolina check out this great new app for news weather hotels and food here ,745682
0,@kaddercrews10 after lunch ill be tied up till then,745683
0,for all ppl observing lent today is eat all the meat you can before midnight day @fcw5,745684
0,i just ate some pizza too,745685
0,@brendaleewells @brianaleee07 @dlojackson after lunch today you should be able to tie your hair up and drop the tops on the jeeps till mon,745686
0,dinner tonight county seat @kec0602 @cnotegolfing @jbird50 @mcraec23,745687
0,guess ima eat wait for him to come get me,745688
0,@clauddriggz happy birthday roy i love eating your food when claudia is being a lil birch and wont eat it joeselle,745689
0,i will neva sleep on a pussy niggai will neva eat with a pussy niggabecause im a pussy nigga killah ,745690
0,does anyone actually eat at burger king still,745691
0,my son is the cutest i can just eat em upw/ kisses of course,745692
0,@cornellstanley woke up hungry af,745693
0,#hospitality #job alert food runners hosts server pf changs #mtpleasant sc #restaurantjobs,745694
0,gonna b a gr8 @gooseisland beer dinner @wobthevista 7pm still a few tixs left come join me,745695
0,one minute im always hungry then the next i cant eat my appetite so messed up smh,745696
0,yay cant eat like all day,745697
1,im hungry,745698
0,whales dont eat bacon #themoreyouknow,745699
0,if you hungry you know it clap your hands claps hand,745700
0,jimmy eat world all day ,745701
0,nigga iont eat with anybody i aint spose to ,745702
0,my lunch supper today i am willing to share with friends any takers ,745703
0,@kerriabuggie go eat then ,745704
0,dinner w/ @brandinoelpyle tonight soooo excited i miss ya you know ,745705
0,i need friends to meet me for lunch one day #lonerlife,745706
0,can lunch pleeeeease hurry up,745707
1,im hungry af man,745708
0,@iidntgiveafucc ate my sandwich too fast ,745709
0,gotta go get something to eat when i leave class,745710
0,@girl4rmtwitta pizza hut ginas papa johns lunchable pizzas cafe pizza dominoes papa johns been better than pizza hut ,745711
0,@khb92 hungry lol its only 1030 this is gonna be a looooong day,745712
0,i feel like going to the mall to eat ,745713
0,i eat way to much #fatsoprob ,745714
0,taking my momma lunch on her break ,745715
0,ayeee saw it was @ashleyjay44 bday and gotta wish her a happy one eat somethin good this weekend pretty girl,745716
0,eating all my food before i go inside,745717
1,im so freaking hungry,745718
0,woke up hungry ,745719
1,or should i eat that pizza ,745720
0,i just ate cake for breakfast #noshame,745721
0,i wanna go out to eat thoapplebees or outback,745722
0,lol i still owe lunch detention in high school for mrs clinton i think,745723
0,nobody was at lunch today,745724
0,i spend 75 of my paycheck on food gas ,745725
0,@holycitysinner @elcliente next time i want to eat another businessman,745726
0,i plan on making lunch will be a little after 12,745727
0,lunch nums @ copper river grill ,745728
0,hello charlotte its a glorious day celebrate it with lunch from sals dont stay inside enjoy the sunshine h ,745729
0,perks of leaving school at 1120 i dont eat school food i make money,745730
0,go get me some pizza hut and bring it to the crib i tip good rt @artisteye the #madness is about to begin ,745731
0,about to have lunch with pop and rick at @genghisgrill ,745732
0,im having three conversations with three different peopleand theyre all about food ,745733
0,too much coffee no food #maybeillgorunning,745734
0,i need mexican food dat good gaasss and a few margaritas who down #imstressing ,745735
0,the smell of her food is like ,745736
0,yesterdays lunch at thegranarysc kale salad with smoked salmon white anchovy vinaigrette ,745737
0,@stevstiffler i am hungry 25 hours a day this is @macckenziemoore,745738
0,apparently its global meat out day im going to go over here and eat my lamb,745739
1,@cinax0 where we gon eat @,745740
0,lunch buddies joe and paul @ mcalisters deli ,745741
0,and still i sit at bcc tired hungry and i have to pee #poetandididntevenknowit,745742
0,hey i know you have a lot on your plate right now but moocher at lunch,745743
0,@2006kamo high five whoever that is needs to eat something she looks a little wormy,745744
0,@xbeautifulflaw trying to rush us through the lunch line i,745745
0,lunchtime eating where some famous people ate #southernseafood @ hymans seafood ,745746
0,my billion dollar dreams might be over before i even finish my lunch #gohomedayton,745747
0,its lunchtime,745748
0,so hungryyyyyy get me food,745749
0,@xbeautifulflaw like what we was at lunch lol ,745750
0,@aburner14 and dinner @ac4osu please tell him haha im your #1 fan,745751
0,#cornhole #ncaatournament #bbq #localcraftbeer take a long lunch and join us for some fun #cltbbq #cltdeals ,745752
0,eating lunch outside and watching the dolphins play ,745753
0,somebody come eat lunch with me i dont wanna eat alone lol,745754
0,i never eat lunch ,745755
0,spearman lunch the best @ spearman elementary ,745756
0,@iamnikolee subtweeting about grabbing lunch and almost made me miss a meal @ me bro lmao,745757
0,@whoaitsivan this guy in 2nd lunch just asked this girl out with a sign and donuts and she said no bitches are heartless,745758
0,yasss this food finna give me life ,745759
0,@towwwwwiiiii66 ugh tor im literally so hungry and i just want chicken ,745760
0,lunch with my favorite toddler at @chickfila ,745761
0,im hungry as hell rn too lazy to get up,745762
0,ashley keeps calling me anorexic bc all i eat is yogurt,745763
0,lunch with bae tho ,745764
0,thanks for the lunch and cervezas @ruthlessgringo,745765
0,i need to study for my bio test but i want to eat pretzels and watch every episode of pll,745766
0,sometimes you just need a nice beer and a vent sesh at lunch @llcooljane,745767
0,lunch with the queen let my taste buds enjoy @ skoogies ,745768
0,ha my friday is going to be fun because its no fun friday but for real i have to watch kids who get no fun friday in the lunch room,745769
0,i shoulda went to 3rd lunch fr,745770
0,second lunch @ skins hot dogs ,745771
1,im hungry,745772
0,guess ill go to chick fi la for the second time today im hungry,745773
0,i love shoes food men with tattoos ,745774
0,u better believe i took my lunch break right now 2 watch end of the osu dayton game stinks to work durin tourney but smart phones help,745775
0,i could probably eat chick fil a every day of my life tbh,745776
0,it makes no sense how much i eat but mannn ,745777
0,lunch date with tori at @poestavern w/ 2 others ,745778
0,there is homemade pepperoni bread in the oven i repeat italian food delight happening in the bishop household ,745779
0,all i know is i want some food and drinks,745780
0,words of advice dont eat #austins pizza ,745781
1,im so hungry,745782
0,@chaechaej i cant right now but i will when my food gets here,745783
0,@canigetarefill mmmm cant promise that lol gotta date next week soooo ima eat good lol,745784
0,@brittsmith88 between lunch with @loulouhl and the most encourage word from @danlian this has been the best day // absolutely,745785
1,i really want pizza tho,745786
1,i hungry who tryna get some grub,745787
0,mmmm wings from xiao bao biscuit #holycityeats #lunchspecial @xiaobaobiscuit @ xiao bao biscuit ,745788
0,id eat a hotdog off his butt did i really say that @hallerhodes @abiallen24,745789
0,about to just eat this whole pizza idc,745790
0,lunchnow under new management so no more loyalty cards or discount for working in the market nice while it lasted ,745791
0,let the big dawg eat @o2fitnessclubs @ east shore athletic club ,745792
0,i neeeed vietnamese food like now ,745793
0,i needa eat before work but that shower just makes me wanna lay downoh wellwont be the first time i worked hungry,745794
0,all i do is work work and work nothing else just eat sleep and work ,745795
0,@cg2016 kiely brought our lunch table yummy cookies ,745796
0,im constantly getting/bringing food for the ebeners @brettebener @lyndseyebener,745797
0,ive almost been awake for 12 hours and its not even dinner time,745798
0,when youre hungry you never miss a meal so you know we are eatin tonight,745799
0,at lunch me and austin were naming the biggest sluts in each class lol,745800
0,you can suck my banana but i wont eat your pudding,745801
0,@thatgirlpeyton hahaha i bet its gonna be hard to eat those things now without thinking of this ,745802
0,just looked over the set for tonights @momentum service andlets just say you need to be here free food at 630 bring somebody,745803
0,theres never anything to eat herewhy do i even get my hopes up,745804
0,bring me food so i know its real,745805
0,if your lady says i dont care when you ask where they wanna eat how bout you man up make some decisions cause we really dont care,745806
0,last oyster roast of the season 10 all you can eat oysters live music and beer specials 5 to 8 ,745807
0,bril hungry young boy show no mercy #tto finna kill the game mark my words #kingtariq,745808
1,swear im hungry ,745809
0,got kicked out of class as soon as i walked in today a referral yesterday and 1 monday and 2 lunch detentions monday tf oakbrook,745810
0,banking on florida to make pitt eat shit,745811
0,started out with nothing i was hungry,745812
0,sooo i got right off the bus and guess who pulled up my zawg dakwon i been to happy bought me food and everything lmfao,745813
0,@siduckdynasty my favorite exercise is a combination of a lunge and a crunch its called lunch @carnellm our new exercise,745814
0,i imagine i might eat peanuts and drink gin this evening,745815
0,at tankk house in need of some food loll,745816
0,@dutchiemavitto nah bruh i already ate my booty oats this morning,745817
0,what i saw today at lunch had me dead like a lil show lol,745818
0,@mrcarterr sub way eat fresh subway is 1 word,745819
0,wat yall out here eating @villagevoice is this new yorks next insane food gimmick http//tco/7qv6kuu9he,745820
0,ever seen a gay nigga eat a banana lmao shit funny asf,745821
0,@pepesilvia9 what john ate today1 chips2 white oreos 3 beer4 crackerscourtesy of johns snaps,745822
0,people saying if you lick toes yo eat ass i dont see the problem,745823
0,hey i picked dayton and harvard so eat me with your bracket busted tweets,745824
1,im so hungry man,745825
0,making dinner and it looks so good,745826
0,my dog and i aimlessly walked around the driveway for 20 minutes as i ate an apple #isthatweird,745827
1,im hungry,745828
0,psychology colloquium with dr best in johns 101 at 515 there will be free food afterwards ,745829
0,or either i was just hungry ,745830
0,when mcdonalds shake machine is down and moms said shed bring me food ,745831
0,beautiful spring day fayetteville nc tonight @ the drunk horse pub @ pizza hut ,745832
0,beautiful spring day fayetteville nc tonight @ the drunk horse pub @ pizza hut ,745833
0,riley just said that charlotte doesnt have chicken nuggets for us to eat in chester ,745834
0,homework between hiphop dance before dinner savana schedule almost nonstop as daddy @ barnes ,745835
0,i always drop my food ,745836
0,when the lady i babysit for buys me dinner and pays for me to keep her kids #score,745837
0,someone get dinner with me,745838
0,lunch outside was beautiful today ,745839
0,chinese food clutch,745840
0,hello #wahoo are you cooking me dinner tonight since i caught it @missncusa2011 @ wild dunes resort ,745841
0,stalker update found me in food lionmust change my routine #stalkergate,745842
0,@rowdygentleman a rowdy gentleman classifies pizza hamburgers and takeout chinese as american food @jpguinn would agree,745843
0,and hungry,745844
1,im hungry,745845
0,i really just want to go home and cook dinner right now #starving,745846
0,but if jason doesnt get home with food imma die ,745847
0,@meganarz whenever youre hungry and available,745848
0,time to cook dinner ,745849
1,so hungry ,745850
0,@3layercake youre cruel i think i qualify for food aid now though,745851
0,thanks daytoni guess @warrenbuffett @oprah and i wont be having lunch soon #ncaamarchmadness2014 #billiondollarbracket busted,745852
0,@iiiivvvvy @asapharley want some mexican food yes,745853
0,@pussy4dinner up she look familiar,745854
0,breakfast for dinner with the parents,745855
0,pizza hut has a bar very nice ,745856
0,i could go to the gym orrrr stay home eat ice cream and watch south park oops #imweak,745857
0,they said name a food that takes all day to cook ziyadah said chitterlings im done,745858
0,@djangiedj yessss lol i b ready to throw something at the tvname a food that take all day to cook they talking bout greensi cant,745859
0,dinner with #him ,745860
0,finding food is a real struggle for me #noappetiteforanything #starving #pregnantgirlproblems #sightiffoodmakesmewanttopuke,745861
0,hahaha we went the wrong way for dinner back over the #arthurraveneljr #bridge #charleston ,745862
0,chinese food helps it helps a lot,745863
0,@mwkennedy cooked breakfast for dinner last night and shrimp scampi tonight i love having a husband ,745864
0,hungry af ,745865
0,@eatnutritious if bacteria doesnt eat it why should you made me think of yall @ecwilson98 @meaganec,745866
0,dinner was yummy thx heather @ fox meadow long creek ,745867
0,i should probably eat dinner huh womp womp,745868
1,im so hungry ,745869
0,hotdogs nachos popcorn soft pretzels pizza best meal ever @cofcdining,745870
0,@fwg92 @houseofbullock @chaschick2002 @thegranarysc nice thats a lunch fav near @seamonwhiteside,745871
0,dinner with the parents ,745872
0,@funnyortruth he tried to eat a bee #awh #thatshorrible,745873
0,@paynoattention sex makes me hungry i thought i was the only one,745874
0,@paynoattention @traetime not even its like smoking weed it makes me hungry and sleepy ion smoke,745875
0,i added green food coloring to the hamburger helper ,745876
0,pancakea and sausage for dinner,745877
0,im cooking dinner tonight,745878
0,that chinese food i ate today was so good ,745879
1,hungry as usual,745880
0,dinner with @bdagee learning about church planting @stevieflockhart you were right,745881
0,camping for the first time ever tonight i hope a bear doesnt eat me hehe,745882
0,cooking dinner while the queen lounges nice ,745883
0,im cooking dinner tonight whos coming over,745884
0,lately no matter how much i eat i dont get full tf,745885
0,vegan pizza for dinner tonight lets go,745886
0,bend her over pull hair then eat her pussy lick her ass and when we be cutting up her feet be n the ceiling fan,745887
0,aunty wants me to go with her to red lobster im hungry but not in the mood,745888
0,well now that i ate my weight in food and im fat let me drink my sorrows,745889
0,pizza hut for dinner,745890
0,started out with nothing i was hungry,745891
0,lemon cupcake for dinner yes please #whenlifegivesyoulemons,745892
0,dinner at @ oku with the high school nation tour blush stamps the band and the clubbullies ,745893
1,i am awful at deciding what food to eat for dinner let alone anything else,745894
0,@mandymorrah awesome day outside lets try and eat this wknd any meal @aphtig07 you are welcome #chowhounds #gymhounds lol,745895
0,so much for this fuckin food smh,745896
0,@mandymorrah @aphtig07 yes #saturdaynight dinner,745897
0,@alovepost rt if chinese food has impacted your life in a positive way @caitlynbrookew,745898
0,lunch today ,745899
0, it took 30min to order our food 3min to get it hm #wendys,745900
0,on break dinner time at @hardees / red burrito ,745901
0,i dont actually love it but im still going to eat it the story of my life,745902
0,every time i get a a drink with ice i always eat all of the ice #habit,745903
0,i need food feed me now jazzie hungry,745904
0,gatorade its whats for dinner,745905
0,@gadawg1180 been there bro like ill get you whatever you want but i want a whole dinner for me,745906
0,who wants to go grad something to eat with me,745907
0,@linzersrozers i would like to make you dinner again beautiful,745908
0,best way to eat local #elliotts #deliciousness @ elliotts on linden ,745909
0,the only texts i have gotten all day was jennifers dad asking if i wanted zaxbys for dinner haha,745910
0,@hamburgerslim crapplebees be low lit because they dont want you to see how dry they food is dry ass wings,745911
0,delicious dinner with great friends #sohungry #yum @ red bowl asian bistro ,745912
0,im low key hungry,745913
1,tomorrow will be our date day #couplepictures #dinnerdate,745914
0,the sound of kevin yelling dinner is ready will never get old #slaveryatitsfinest,745915
0,granted this was a celebratory dinner buti still need a man #ijs @1sexyteacher #cheerstoatl #newbeginings ,745916
0,dean and deluca leftovers for dinner,745917
0,every time we stop for gas or fast food we ask the workers what state were in and they look at us like were idiotswere not kidding doe,745918
0,@jorge0r0zco sees someone cuteme can i eat your face@cvang95,745919
0,i wish hed get me some food gosh ,745920
0,@girlfriendnotes when im sad i eat story of my life,745921
0,dinner w/ bae @ cypress ,745922
0,dinner date in charleston with this guy @ fish restaurant ,745923
0,@motita7 lets go eat lol,745924
0,lmao you always hungry ,745925
0,why is erica taking about food bec we fucking love food,745926
0,dinner needs to hurry up be done ,745927
0,im hungryyyy i want either dennys waffle house or ihop but i dnt wanna go alone ,745928
0,dinner outside by the fire life is good #south,745929
0,eating his birthday #treatluv ur #eyes had a great time#applebees #cake #love #son #dinner ,745930
0,fuck im so sick of not having a car all i want to do right now is get something to eat and see divergent im just so done being stranded,745931
0,rehearsal dinner time #eylesdo #wedding #weddingplanner #rehearsal ,745932
0,i had gastritis when i was in the hospital its te worst they just keep u on fluids and no food or drink i feel your pain its horrible ,745933
0,got some jap food #nightmade ,745934
0,#familydinner,745935
0,eating pizza staying posi,745936
1,@antcriedwolf i want pizzai just ate some lol i share ,745937
0,bump all these skinny girls walking around at this fashion show i just want some chinese food now,745938
1,first we eat then we do everything else #datenight #bruschetta #nom #icandigit @ mellow mushroom ,745939
0,ordered pizza got so mad that i lost my appetite of course now that the pizzas cold im hungry again,745940
0,doing scotts birthday right with some italian food @ pane e vino w/ @mikemclaughlin ,745941
0,steph got me stressed at dinner because she didnt have signal,745942
0,i get tired then i get hungry never fails,745943
0,is this pizza boy trying to race,745944
0,paula fell at lunch trying to pick up a cheetos that were on the floor to eat @paula2bias,745945
0,whose ur stylist off work out to dinner with vvpretty @ ruby tuesday ,745946
0,it aint a moment till i make it have my cake and eat it too ,745947
0,what is dinner,745948
0,every time ryan and i go out to dinner somewhere and eat at the bar the bartender develops a huge mancrush on ryan without fail,745949
0,this pizza aint gone be here till 1037 ,745950
0,@katiesimmons102 you never came backi just wanted to finish my lunch,745951
0,adorable guy asked me my order to eat and i couldnt like get out what i wanted and when i finally ordered i stared at the counter,745952
0,i always eat too much at night,745953
0,rt @burrbangbang im hungry af,745954
0,if coastal wins ill eat a piece of my otterbox not really but ill say i did,745955
0,my brother brought me food but im sooooo drained since i still havent went to sleep since yesterday,745956
0,this pizza needs to hurry up ,745957
0,bout to eat my fucking head off ,745958
0,im trying to eat the punani from the back ,745959
0,i have ate now i have energy and now im listening to my music my ear phones is in and im tuning people out,745960
0,i just learned how to eat a crab leg better yet i just learned how to eat a shrimp with a shell on it ,745961
0,@amberlicious i dont like to eat shit,745962
0,punishing this pizza ,745963
0,mystic pizza #moviesilove,745964
0,@iloveebacon @maxxamill bruh im going to be there i work all damn day damn i coming for some food for the freeist,745965
0,@ohshxthedxpe when your friend says ill pay for your food this dude looks like @ijustdunkit,745966
1,im so hungry ,745967
0,that meeting with the waitress at pizza hut was not an accident#itsagodthing,745968
0,i literally cant do anything like i struggle to eat a mango by myself,745969
0,#dinner #pizzzaaaaaa @ carolina bay ,745970
0,s/o to @jmchrisler for bringing me a milkshake and dinner i love youuu and i am so thankful for you ,745971
0,blueberry waffles and leftover mcdonalds for my late dinner lol ,745972
0,im the happiest girl in the world im going to bed without setting a 5 oclock alarm clock sleeping till lunch ,745973
0,i check cheddar like a food inspector,745974
0,waiting on my food hmph,745975
0,that food was banging,745976
0,@robertraves why are wings at the grocery deli covered by food stamps ,745977
0,im hungry ass fuck im sober ,745978
0,@funnypicsdepot retweet if you would eat this for 100 id do this for free lol,745979
0,@princesatiff munchies lol,745980
0,so my stomach is killin me from some type of pizza at pizza inn #feelinbad,745981
0,itis was real in that food tho,745982
0,the best boyfriends are those who watch princess movies eat ice cream with you when youre sickeven on a friday night,745983
0,man yall ever been so hungry that you wanted to cry because there was no food you could eat,745984
0,when im hungry i be like super pissed at people for no reason lmfaoooo,745985
0,londyn dinner party tomorrow ,745986
0,they want the cake eat it too not this way thats not how shtt work,745987
0,lol man im finna order a pizza ko,745988
0,im so hungry and i just ate,745989
1,im hungry as fuck,745990
0,@kicksarelife if yall want buns better go to food lion ,745991
0,whoever wants to bring me food feel free to,745992
0,danielle maken burgers my greedy self ready to eat them,745993
0,having a birthday dinner next sunday who would like to attend its an 21 over show,745994
0,@weirdkrista always hungry,745995
0,@pistolaspete23 still hungry ,745996
0,lights out covers on mind off but wait belly is hungry feed me jacob feed me,745997
0,idk whats better divergent or hungry games,745998
0,just saw a homeless woman on the street begging people for food and they were just walking by i couldnt bring myself to do it,745999
0,thinking about the food youre gonna tear up when you get home,746000
0,over look free food lol,746001
0,@tweetsonpizza hey girl do u wana go for a pizza cone ,746002
1,im hungry man ,746003
0,i eat when im sadi eat when im boredi eat when im happyi eat when im angryi eat when imi eati eat i eat#fatgirlprobs,746004
1,and im hungry,746005
0,@autumneller you just ate ,746006
0,@cnlx3 drinking you cant eat a liquid,746007
0,oops i just ate a whole bundle of raw asparagus,746008
0,@mickylala1 @onthatdumbishh better love me for buying her food at work tonight bae forever ,746009
0,i never understood the sayin you cant have your cake and eat it too til an ex txt you because youre in a new relationship,746010
0,@jordandoster thats when big sean was hungry he made amazing music,746011
0,@pussy4dinner bruh we would be at waffle house right now if you was here,746012
0,@lokeyyysssss lol you sick you cant eat any u gota stay in yo bed,746013
0,i have the coolest feed ever its all chefs women whiskey and food porn,746014
1,my constant dilemma is that i want to be skinny but i also want pizza all day,746015
1,boe im hungry af,746016
0,@firstnamemyers lord me too i wish i could eat in my sleep and wake up full,746017
0,@ashellz5 just got 10 from a guy so that we could buy pizza bites tonight,746018
0,i eat tooooo much,746019
0,that food from applebees was sooo goodcitrus lime sirloin etc,746020
0,@schweinbeck fat ass atf always thinkin food aha,746021
0,home done eat finna ko now,746022
0,i eat pussayyyyy,746023
0,hope my bday dinner tonight goes well,746024
0,@feargraybeard i dont eat right or workout,746025
0,fucking this food up,746026
1,im so hungry this is horrible ,746027
0,@toval22 so a former hanahan high kid that works at papa johns is getting sued for busting a nut on a pizza then giving it to a familysmh,746028
0,@bsmooth61 bout to eat hun,746029
0,dem corn dog minis i just ate hit da spot yaaaassss i hope i can doze off for a min b4 ren wake up,746030
0,the chances of me having my food to myself around him is slim to none,746031
0,sometimes i wanna eat greasy food after a night of drinking but then i remember i wanna #bedifferent so i dont #liftlift,746032
0,and then i got free pizza and ate it at a table with a old black comic con guy who made a gadget watch so ya know i talked his ears off,746033
1,im hungry af,746034
0,something i ate blew my eye up got me walking round looking like o i think it was the fried oysters,746035
0,someone come over and make me food ,746036
0,come get yo sat brunch macmusic fix 11am the shelter our fave mt p spot food bevs best crew ,746037
0,whenever you eat this bread and drink this cup you proclaim the lords death until he comes 1 corinthians 1126,746038
0,liz mommy is making me food ,746039
0,lizs mommy is making me food ,746040
1,hungry as fukk doe,746041
0,they should turn the old lowes food at the promenade into a dicks sporting goods,746042
0,@crisbivens what do you want to eat today,746043
0,i only eat the red skittles,746044
0,hows that funny @iidntgiveafucc havent ate since noon yesterday ,746045
0,@asweproceed i just ate miley out abd im off that miley,746046
0,little late night dinner with the bff matneyma #bff #charleston #latergram #kingstreet @ downtown ,746047
0,i love learning new recipes from the food network ,746048
1,i want some food mannn,746049
0,anyone wanna bring me food or nahh,746050
0,she got that junk in her trunkyou know i like junk food #wayne,746051
0,when i eat jot and i see that the food is almost gone i get kinda sad,746052
0,ahh nigga hungry af on da low doh,746053
0,@daddykn0sbest ladies u ever text a guy to just come eat your ass or nah lol,746054
0,dinner with daddy @ wasabi ,746055
0,new restaurant new fav drink italian margarita food was awesome too georgetown ,746056
0,oregon chill lets eat ,746057
0,@claudiasulewski dinner with @teenvogue #teenvoguelive #playlistlive @cne http//tco/soijezyzx4,746058
0,@daddykn0sbest i eat your ass you owe me pussy 4 life if u do that u ain gotta ask u will have to chaseem off with a stick lol,746059
0,i told my mama i was hungry so she went to get goldfish and got the baby ones she got so excited and said theyre babies for my baby ,746060
0,seriously just woke up at 830 because i havent felt well today and baby brother is fixing me soup for dinner #preciouslamb,746061
0,trust me im not even hungry just greedy,746062
0,@awkwardposts rt if you ate these as a kid fuck yahh i still do,746063
0,@tweettotrey @dashakovalska thank you trey ill bring you food if you come,746064
0,just checked out the progress on the new @blueacorn office and now eating the best pizza ever @ desano pizza bakery ,746065
0,that food was love,746066
0,i eat too much,746067
1,im hungry,746068
0,she gonna get on the damn lunch tables and bust the naenae,746069
0,tonights dinner special southern benne seed pork shrimp astor fry over grits @ early bird diner ,746070
0,anyone out in thomson wanna grab food with me #solodinnerdate,746071
1,im hungry,746072
0,@ckallday1 eat a dick haha,746073
0,i was really sad about my life until i got a pizza #thekeytohappiness ,746074
0,wonder if mike wanna go out to eat ,746075
0,hey coach boeheim you now have all kinds of free time to eat at any dennys you can find in south carolina early exit fun #marchmadness,746076
0,@oliviakuhr all i really want is someone who can appreciate me and make me laugh and hold me and kiss me and eat macaroni with me,746077
0,i just ate sum bbq coon and rabbitda coon was goodda rabbit was eh,746078
0,@laysamiraaa i wanna go to my uncle church they having food ,746079
0,about to eat everything in my house when i get home,746080
0,@finessehergood so ya fat self can eat and tweet happy birthday,746081
0,went to dinner skipped rocks at gibson pond and surprised her with a solid question of prom thanks ,746082
0,@imnotacountry as a pizza hut employee i would thank you one less pizza to make,746083
1,where da pizza at,746084
0,what if i was blind and i smelled the flower and thought it was chocolate and ate it @collinthornton5,746085
0,lovely southern dinner conversation tonight w/ my girl let the celebratin commence @ angel oak ,746086
0,chinese food ,746087
0,i want chocolate chip pizza from pizza inn ,746088
0,just caked jackson because he whip creamed me i am such a bad babysitter instigating food fights,746089
0,waiting on kayden to go to sleep so i can go get something to eat boe,746090
0,@jazzytenta19 everyone has a bae and i have food you have me bae,746091
